@relation 'autoGeneratedARFF-weka.filters.unsupervised.attribute.Remove-R2,4-9,11,13-14,16,18-19,21,23-27,30-36,39-47'

@attribute bodydearword.feature numeric
@attribute bodyhtml.feature numeric
@attribute bodysuspensionword.feature numeric
@attribute externalsabinary.feature numeric
@attribute scriptonclick.feature numeric
@attribute scriptstatuschange.feature numeric
@attribute sendnumwords.feature numeric
@attribute subjectbankword.feature numeric
@attribute subjectrichness.feature numeric
@attribute subjectverifyword.feature numeric
@attribute urlnumip.feature numeric
@attribute urlnumlink.feature numeric
@attribute class {ham,phish}

@data
0,0,0,0,0,0,3,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.6,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.216216,0,0,0,ham
0,0,0,0,0,0,4,0,0.216216,0,0,0,ham
1,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.216216,0,0,0,ham
0,0,0,0,0,0,4,0,0.216216,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.153846,0,0,0,ham
0,0,0,0,0,0,4,0,0.173913,0,0,0,ham
0,0,0,0,0,0,4,0,0.183673,0,0,0,ham
0,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.142857,0,0,0,ham
0,0,0,0,0,0,3,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.1875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.128205,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,3,0,0.22449,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,3,0,0.1875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.230769,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.22449,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.140351,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.1875,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,1,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
1,0,0,0,0,0,3,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.266667,0,0,0,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.105263,0,0,0,ham
0,0,0,0,0,0,3,0,0.21875,0,0,0,ham
0,0,0,0,0,0,3,0,0.176471,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.176471,0,0,0,ham
0,0,0,0,0,0,4,0,0.136364,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.090909,0,0,0,ham
0,0,0,0,0,0,3,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.195652,0,0,0,ham
0,0,0,0,0,0,4,0,0.162791,0,0,0,ham
0,0,0,0,0,0,4,0,0.139535,0,0,0,ham
0,0,0,0,0,0,3,0,0.186047,0,0,0,ham
0,1,0,0,0,0,3,0,0.272727,0,0,1,ham
0,0,0,0,0,0,4,0,0.3125,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.196078,0,0,0,ham
0,0,0,0,0,0,4,0,0.121212,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.138889,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.130435,0,0,1,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,1,0,1,0,0,3,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.184211,0,0,0,ham
0,0,0,0,0,0,3,0,0.171429,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,3,0,0.22,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,1,0,0,0,3,0,0.226415,0,0,0,ham
0,0,0,0,0,0,3,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.230769,0,0,0,ham
0,0,0,0,0,0,4,0,0.1875,0,0,0,ham
0,0,0,0,0,0,3,0,0.226415,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.133333,0,0,0,ham
0,0,0,0,0,0,4,0,0.142857,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
1,0,1,0,0,0,3,0,0.22,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.263158,0,0,0,ham
0,0,0,0,0,0,3,0,0.226415,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,3,0,0.22,0,0,0,ham
0,0,0,0,0,0,4,0,0.157895,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.210526,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
1,0,0,0,0,0,3,0,0.204545,0,0,0,ham
0,0,0,0,0,0,4,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,3,0,0.186667,0,0,0,ham
0,0,0,0,0,0,4,0,0.189189,0,0,0,ham
0,0,0,0,0,0,4,0,0.189189,0,0,0,ham
0,0,0,0,0,0,3,0,0.258065,0,0,0,ham
0,0,0,0,0,0,4,0,0.189189,0,0,0,ham
0,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.1,0,0,0,ham
0,0,0,0,0,0,3,0,0.18,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.188679,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,3,0,0.193548,0,0,0,ham
0,0,0,0,0,0,4,0,0.212121,0,0,0,ham
0,0,0,0,0,0,4,0,0.208333,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.212121,0,0,0,ham
0,0,0,0,0,0,3,0,0.188679,0,0,0,ham
0,0,0,0,0,0,3,0,0.212766,0,0,0,ham
0,0,0,0,0,0,4,0,0.212121,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.153846,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,3,0,0.227273,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.24,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
1,0,0,0,0,0,3,0,0.179104,0,0,0,ham
0,0,0,0,0,0,3,0,0.235294,0,0,0,ham
0,0,0,0,0,0,4,0,0.130435,0,0,0,ham
0,0,0,0,0,0,3,0,0.183673,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.142857,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.157895,0,0,0,ham
0,0,0,0,0,0,4,0,0.210526,0,0,0,ham
0,0,0,0,0,0,3,0,0.193548,0,0,0,ham
0,0,0,0,0,0,4,0,0.227273,0,0,0,ham
0,0,0,0,0,0,3,0,0.210526,0,0,0,ham
0,0,0,0,0,0,4,0,0.227273,0,0,0,ham
0,0,0,0,0,0,4,0,0.227273,0,0,0,ham
1,0,0,0,0,0,3,0,0.192308,0,0,0,ham
0,0,0,0,0,0,3,0,0.173077,0,0,0,ham
0,0,0,0,0,0,4,0,0.227273,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.181818,0,0,0,ham
0,0,0,0,0,0,3,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.272727,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,3,0,0.135802,0,0,0,ham
0,0,0,0,0,0,3,0,0.142857,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.12,0,0,0,ham
0,0,0,0,0,0,3,0,0.179487,0,0,0,ham
0,0,0,0,0,0,4,0,0.142857,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.111111,0,0,0,ham
0,0,0,0,0,0,3,0,0.216216,0,0,0,ham
0,0,0,0,0,0,4,0,0.133333,0,0,0,ham
0,0,0,0,0,0,3,0,0.272727,0,0,0,ham
0,0,0,0,0,0,4,0,0.133333,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.133333,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.230769,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.142857,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.142857,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,1,0,0,0,0,3,0,0.241379,0,0,0,ham
0,0,0,0,0,0,4,0,0.205128,0,0,0,ham
0,0,0,0,0,0,4,0,0.205128,0,0,0,ham
0,0,0,0,0,0,3,0,0.142857,0,0,0,ham
1,0,0,0,0,0,3,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,0,0,0,0,0,3,0,0.135593,0,0,0,ham
0,0,0,0,0,0,3,0,0.145161,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.129032,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.185185,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.133333,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.238095,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.214286,0,0,0,ham
0,0,0,0,0,0,4,0,0.217391,0,0,0,ham
0,0,0,0,0,0,4,0,0.269231,0,0,0,ham
0,0,0,0,0,0,4,0,0.117647,0,0,0,ham
0,0,0,0,0,0,4,0,0.275862,0,0,0,ham
0,0,0,0,0,0,4,0,0.173077,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.136364,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.16,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.16,0,0,0,ham
0,0,0,0,0,0,4,0,0.16,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.151515,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.194444,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.16,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.15,0,0,0,ham
0,0,0,0,0,0,4,0,0.263158,0,0,0,ham
0,0,0,0,0,0,4,0,0.15,0,0,0,ham
0,0,0,0,0,0,4,0,0.194444,0,0,0,ham
0,0,0,0,0,0,4,0,0.15,0,0,0,ham
0,0,0,0,0,0,4,0,0.178571,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.16,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.208333,0,0,0,ham
0,0,0,0,0,0,4,0,0.206897,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.15,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.219512,0,0,0,ham
0,0,0,0,0,0,4,0,0.181818,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.208333,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.266667,0,0,0,ham
0,0,0,0,0,0,4,0,0.125,0,0,0,ham
0,0,0,0,0,0,4,0,0.277778,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.142857,0,0,0,ham
0,0,0,0,0,0,4,0,0.277778,0,0,0,ham
0,0,0,0,0,0,4,0,0.194444,0,0,0,ham
0,0,0,0,0,0,4,0,0.205882,0,0,0,ham
0,0,0,0,0,0,4,0,0.277778,0,0,0,ham
0,0,0,0,0,0,4,0,0.206897,0,0,0,ham
0,0,0,0,0,0,4,0,0.194444,0,0,0,ham
0,0,0,0,0,0,4,0,0.206897,0,0,0,ham
0,0,0,0,0,0,4,0,0.25,0,0,0,ham
0,0,0,0,0,0,4,0,0.194444,0,0,0,ham
0,0,0,0,0,0,4,0,0.277778,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.153846,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.1875,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.1875,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,1,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.285714,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.166667,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.2,0,0,0,ham
0,0,0,0,0,0,4,0,0.176471,0,0,0,ham
0,0,0,0,0,0,4,0,0.205128,0,0,0,ham
0,1,0,0,0,0,4,0,0.173913,0,0,3,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.157895,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.5,0,0,0,ham
0,0,0,0,0,0,4,0,0.4,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.333333,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.26087,0,0,0,ham
0,0,0,0,0,0,4,0,0.26087,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.26087,0,0,0,ham
0,0,0,0,0,0,4,0,0.192308,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.222222,0,0,0,ham
0,0,0,0,0,0,4,0,0.266667,0,0,0,ham
0,0,0,0,0,0,4,0,0.307692,0,0,0,ham
0,0,0,0,0,0,4,0,0.190476,0,0,0,ham
0,0,0,0,0,0,4,0,0.1875,0,0,0,ham
